1989,December  ,Excise Duty,232377
1989,December  ,Capital Gains Tax,3487
1989,December  ,Stamps,24163
1989,December  ,Income Tax,222793
1989,December  ,Corporation Tax,15038
1989,December  ,Valued Added Tax,160857
1989,December  ,Training and Employment Levy,20180
1989,December  ,Motor Vehicle Duties,13176
1990,January,Customs,5587
1990,January,Excise Duty,128584
1990,January,Capital Gains Tax,11004
1990,January,Stamps,31829
1990,January,Income Tax,358975
1990,January,Corporation Tax,28724
1990,January,Valued Added Tax,291329
1990,January,Training and Employment Levy,12758
1990,January,Unallocated Tax Receipts,15572
1990,January,Motor Vehicle Duties,20884
1990,February,Customs,21078
1990,February,Excise Duty,171354
1990,February,Capital Gains Tax,4256
1990,February,Stamps,24599
1990,February,Income Tax,226044
1990,February,Corporation Tax,39852
1990,February,Valued Added Tax,169523
1990,February,Training and Employment Levy,609
1990,February,Unallocated Tax Receipts,7627
1990,February,Motor Vehicle Duties,17170
1990,March,Customs,13332
1990,March,Excise Duty,147734
1990,March,Capital Gains Tax,4996
1990,March,Stamps,34336
1990,March,Income Tax,266764
1990,March,Corporation Tax,12107
1990,March,Valued Added Tax,247726
1990,March,Training and Employment Levy,502
1990,March,Unallocated Tax Receipts,-4631
1990,March,Motor Vehicle Duties,17368
1990,April,Customs,14856
1990,April,Excise Duty,158080
1990,April,Capital Gains Tax,5396
1990,April,Stamps,16452
1990,April,Income Tax,412434
1990,April,Corporation Tax,18195
1990,April,Valued Added Tax,138034
1990,April,Training and Employment Levy,31374
1990,April,Unallocated Tax Receipts,4125
1990,April,Motor Vehicle Duties,17919
1990,May,Customs,12063
1990,May,Excise Duty,192613
1990,May,Capital Gains Tax,11012
1990,May,Stamps,29590
1990,May,Income Tax,304992
1990,May,Corporation Tax,16908
1990,May,Valued Added Tax,275015
1990,May,Training and Employment Levy,13936
1990,May,Unallocated Tax Receipts,-6317
1990,May,Motor Vehicle Duties,18912
1990,June,Customs,11428
1990,June,Excise Duty,177055
1990,June,Capital Gains Tax,4569
1990,June,Stamps,19482
1990,June,Income Tax,245726
